top_places_,mentions,total_number_of_views,year
Thailand,92,125362547.0,2018
Pakistan,17,103972401.0,2018
Bangkok,64,90442073.0,2018
Mexico,40,82375702.0,2018
Ghana,10,48081699.0,2018
Philippines,71,46447584.0,2018
Mexico city,22,44947835.0,2018
Los angeles,20,44865182.0,2018
California,24,37526411.0,2018
Kenya,15,33420658.0,2018
India,43,29439905.0,2018
Arizona,13,29315141.0,2018
United states,15,28991798.0,2018
Ethiopia,11,28094424.0,2018
Taylor,2,23845643.0,2018
Karachi,6,23826875.0,2018
Phoenix,4,23280709.0,2018
Justin,2,23261034.0,2018
Uzbekistan,6,22572686.0,2018
Manila,25,20982896.0,2018
Canada,54,20636289.0,2018
Dubai,21,19763882.0,2018
Indonesia,36,19595875.0,2018
Spanish,50,19244853.0,2018
Nairobi,7,18371034.0,2018
Paris,14,18356809.0,2018
Japan,57,17499578.0,2018
Lahore,1,16860923.0,2018
Usa,13,16632682.0,2018
Texas,10,16457601.0,2018
Islamabad,3,16374782.0,2018
Italy,44,16262541.0,2018
English,43,16074466.0,2018
Addis ababa,5,15714183.0,2018
Tokyo,36,15445147.0,2018
Oaxaca,4,15421033.0,2018
Masala,4,13565520.0,2018
France,18,13355730.0,2018
Chanthaburi,3,13156229.0,2018
Scott,1,13142148.0,2018
Georgia,15,13079585.0,2018
Jeffrey,4,12793863.0,2018
Venice,14,12650511.0,2018
Hawaii,8,12548526.0,2018
Peshawar,1,12459036.0,2018
Grand canyon,4,12236946.0,2018
China,16,11551424.0,2018
Arab,9,11084137.0,2018
Istanbul,14,10669644.0,2018
Gilgit-baltistan,2,10553408.0,2018
Finland,10,10493652.0,2018
Washington,11,10451385.0,2018
Egypt,12,10424955.0,2018
Hong kong,14,10312148.0,2018
Beverly hills,3,10009655.0,2018
Michael,19,9997973.0,2018
Mayo,9,9527698.0,2018
Chiang mai,12,9467223.0,2018
Missouri,1,9203524.0,2018
Jay,1,9047251.0,2018
Andrew,3,8985349.0,2018
Panama,15,8631365.0,2018
Seattle,8,8147432.0,2018
Khyber pakhtunkhwa,1,7996864.0,2018
Mardan,1,7996864.0,2018
Kabul,1,7996864.0,2018
Spain,23,7928609.0,2018
Hungary,4,7696952.0,2018
Rwanda,5,7680773.0,2018
Hannah,1,7620939.0,2018
Baku,3,7556550.0,2018
Azerbaijan,3,7556550.0,2018
Aztec,1,7476899.0,2018
Texcoco,1,7476899.0,2018
Mumbai,12,7236073.0,2018
Portugal,23,7227037.0,2018
Mombasa,2,6995730.0,2018
United arab emirates,7,6957483.0,2018
Ferrari,1,6872817.0,2018
Sacramento,1,6597140.0,2018
Khan,2,6365628.0,2018
Yucatan,4,6363033.0,2018
Delhi,9,6310946.0,2018
Turkey,14,6204151.0,2018
Detroit,2,6118592.0,2018
Seoul,9,6021535.0,2018
Midnight,7,6001868.0,2018
Gilgit,1,5949887.0,2018
Kyrgyzstan,8,5935273.0,2018
Dave,5,5815936.0,2018
Katy,9,5812329.0,2018
Kigali,2,5809460.0,2018
Persia,10,5795219.0,2018
San diego,5,5765902.0,2018
Honolulu,2,5746160.0,2018
Kuala lumpur,7,5716171.0,2018
Lilongwe,2,5714590.0,2018
Quintana roo,3,5681588.0,2018
Barcelona,3,5606035.0,2018
Peru,34,5500995.0,2018
Germany,16,5480516.0,2018
Spring,1,5442646.0,2018
Morocco,14,5431204.0,2018
Nine,3,5375151.0,2018
Jaipur,3,5254938.0,2018
Singapore,8,5185951.0,2018
Damascus,2,5064457.0,2018
West covina,1,5051126.0,2018
Cape coast,1,5037707.0,2018
Tanaka,1,4932160.0,2018
Barry,1,4932160.0,2018
Stanford,1,4906680.0,2018
Namibia,11,4811091.0,2018
London,17,4735983.0,2018
Serena,1,4603521.0,2018
New york,10,4591885.0,2018
El salvador,2,4486335.0,2018
Ukraine,2,4456350.0,2018
Bolivia,1,4371585.0,2018
Palm,1,4345525.0,2018
Jamestown,1,4345525.0,2018
Jeff,1,4267131.0,2018
Luxor,6,4219800.0,2018
Stockholm,4,4200227.0,2018
Jakarta,3,4144848.0,2018
Beijing,1,4097872.0,2018
Sichuan,1,4097872.0,2018
Santa monica,1,4097872.0,2018
Cambodia,12,4088190.0,2018
Austin,7,4021815.0,2018
Myanmar,11,4001962.0,2018
Cairo,5,3950711.0,2018
Budapest,2,3909800.0,2018
Malaysia,9,3901001.0,2018
Moon,2,3848080.0,2018
Sweden,3,3803368.0,2018
Berlin,5,3756868.0,2018
Merida,2,3691391.0,2018
Max,3,3580278.0,2018
Rome,12,3547899.0,2018
Ecuador,24,3543801.0,2018
Vancouver,14,3317684.0,2018
Atlantis,1,3295727.0,2018
Luxembourg,1,3291764.0,2018
Lisbon,13,3271248.0,2018
Slovakia,1,3177878.0,2018
Alaska,1,3105156.0,2018
Libreville,4,3043634.0,2018
Bento,2,2939755.0,2018
Munich,2,2926589.0,2018
South africa,9,2896906.0,2018
Vienna,1,2871845.0,2018
Norton,1,2852294.0,2018
Atlanta,2,2811951.0,2018
Watson,1,2801993.0,2018
Miami,5,2792090.0,2018
Williams,2,2781511.0,2018
Chad,3,2749694.0,2018
Osaka,22,2749560.0,2018
Long beach,1,2704361.0,2018
England,13,2690630.0,2018
Shiraz,7,2682671.0,2018
Ensenada,1,2671595.0,2018
Oman,8,2474722.0,2018
Panama city,6,2469520.0,2018
Florida,11,2467199.0,2018
Madrid,8,2403189.0,2018
Dallas,5,2401205.0,2018
Jordan,6,2145137.0,2018
Waipahu,1,2101002.0,2018
Kazakhstan,3,2086193.0,2018
Australia,3,2080394.0,2018
Mali,4,2066378.0,2018
Calgary,4,2054798.0,2018
Lebanon,5,2008035.0,2018
Tbilisi,2,2005931.0,2018
Bhutan,7,1988359.0,2018
Java,4,1981214.0,2018
Varanasi,3,1977255.0,2018
Manhattan,3,1935823.0,2018
Playa del carmen,1,1935727.0,2018
Ireland,6,1914295.0,2018
Chiang rai,4,1899731.0,2018
Nancy,3,1843827.0,2018
Nasa,1,1824886.0,2018
San antonio,3,1757407.0,2018
Houston,3,1750076.0,2018
Chicago,6,1737286.0,2018
Beirut,4,1698391.0,2018
Xochimilco,2,1665697.0,2018
Nepal,1,1652892.0,2018
Jamaica,3,1629021.0,2018
Yunnan,1,1610540.0,2018
Russia,7,1589680.0,2018
Sri lanka,5,1579837.0,2018
Machakos,1,1573558.0,2018
Baguio city,2,1571366.0,2018
Equatorial guinea,4,1558997.0,2018
Cagayan de oro,5,1494698.0,2018
Tajikistan,3,1490965.0,2018
Poland,6,1482617.0,2018
Greece,11,1472270.0,2018
Qatar,5,1456430.0,2018
Brazil,11,1432551.0,2018
Anna,1,1429284.0,2018
Dhaka,3,1403445.0,2018
Syria,2,1397606.0,2018
Solana beach,3,1391398.0,2018
United kingdom,2,1378195.0,2018
Mel,1,1362173.0,2018
Israel,2,1347882.0,2018
Phuket,2,1347585.0,2018
Moscow,3,1333179.0,2018
Argentina,10,1310394.0,2018
Wann,1,1296287.0,2018
Mauritania,4,1286165.0,2018
Valencia,8,1283274.0,2018
Alex,1,1281047.0,2018
Byblos,1,1242834.0,2018
Leadville,1,1227164.0,2018
Albino,1,1215962.0,2018
Christmas,23,1206165.0,2018
Brookdale,1,1167638.0,2018
Windhoek,3,1166203.0,2018
Astana,1,1155829.0,2018
Rex,6,1153690.0,2018
Latvia,2,1143763.0,2018
Nigeria,2,1141251.0,2018
Lima,19,1127539.0,2018
David,9,1126536.0,2018
Amsterdam,4,1123478.0,2018
Netherlands,4,1123478.0,2018
Krakow,3,1120808.0,2018
Pacific,4,1111482.0,2018
Swakopmund,3,1104264.0,2018
Bahia de caraquez,3,1068258.0,2018
Athens,3,1063792.0,2018
Scottsdale,2,1060849.0,2018
Agra,1,1057409.0,2018
Togo,4,1040801.0,2018
El nido,4,1040411.0,2018
Cameroon,1,1027984.0,2018
Holland,2,1016459.0,2018
Bahamas,2,1007152.0,2018
Porto,4,966228.0,2018
Nouakchott,2,962912.0,2018
Prague,5,937016.0,2018
Yangon,2,934277.0,2018
Colombia,5,933827.0,2018
Almaty,2,930364.0,2018
Springfield,1,927557.0,2018
Mykonos,1,901297.0,2018
Douala,1,879271.0,2018
Tel aviv,1,878156.0,2018
Aruba,3,867265.0,2018
San francisco,3,866274.0,2018
Miles,1,864280.0,2018
Casa,2,857233.0,2018
Naples,10,855856.0,2018
Mostar,9,850824.0,2018
Guinea,1,846813.0,2018
Assisi,1,838753.0,2018
Quito,9,833078.0,2018
Djibouti,1,832245.0,2018
Abu dhabi,3,827626.0,2018
Petersburg,3,823892.0,2018
Mong kok,2,818906.0,2018
Stamford,1,815466.0,2018
Maharashtra,1,774411.0,2018
Holiday,1,757770.0,2018
Puerto rico,1,744619.0,2018
Tallinn,1,731922.0,2018
Riga,1,731922.0,2018
Estonia,1,731922.0,2018
Nara,2,729012.0,2018
Kyoto,8,724194.0,2018
Bonito,4,722824.0,2018
Somalia,1,711958.0,2018
Mogadishu,1,711958.0,2018
Maldives,2,709344.0,2018
San andres,1,696211.0,2018
Maine,4,693745.0,2018
Orlando,3,683105.0,2018
Ford,1,674280.0,2018
Kathmandu,2,672188.0,2018
Bangladesh,1,631681.0,2018
Florence,4,630985.0,2018
Las vegas,3,625122.0,2018
El paso,1,600345.0,2018
Rotterdam,1,593353.0,2018
Patrick,2,579935.0,2018
Isfahan,1,575995.0,2018
Bishkek,2,564755.0,2018
Portland,2,543646.0,2018
New orleans,3,534272.0,2018
Granada,7,528836.0,2018
Havana,1,521764.0,2018
Cuba,1,521764.0,2018
Uganda,3,517216.0,2018
Port louis,1,501164.0,2018
Montenegro,7,499702.0,2018
Warsaw,3,484865.0,2018
La jolla,1,483611.0,2018
Tultepec,2,475186.0,2018
Kinsale,1,470030.0,2018
Kampala,1,468678.0,2018
Siren,1,466144.0,2018
Malawi,2,465029.0,2018
Budva,6,464191.0,2018
Croatia,3,439128.0,2018
Kerby,1,438867.0,2018
Toros,1,432418.0,2018
Samsung,3,429233.0,2018
Bulgaria,1,428111.0,2018
Casablanca,3,427191.0,2018
National park,3,424270.0,2018
Hanoi,2,424182.0,2018
Zimbabwe,2,423814.0,2018
Andorra,1,422940.0,2018
Andorra la vella,1,422940.0,2018
Davao city,2,414086.0,2018
Tonga,1,411841.0,2018
Mathura,1,408368.0,2018
Izmir,1,405173.0,2018
British columbia,4,402535.0,2018
San francesco,1,391957.0,2018
Milan,1,391957.0,2018
Farnese,1,391957.0,2018
Jacob,1,383683.0,2018
Philadelphia,1,382555.0,2018
Harare,1,382254.0,2018
Macau,3,381209.0,2018
San pietro,2,368628.0,2018
Arkansas,1,360702.0,2018
Bentonville,1,360702.0,2018
Zurich,1,360559.0,2018
Pompei,7,351366.0,2018
Toronto,13,349048.0,2018
Matera,6,341016.0,2018
Tata,4,339387.0,2018
West coast,2,327001.0,2018
Pyongyang,4,326014.0,2018
Andalusia,1,324162.0,2018
San blas,2,319758.0,2018
Canyon,2,316975.0,2018
Edo,2,297856.0,2018
Miami beach,2,293855.0,2018
Taiwan,2,290929.0,2018
Kumar,2,284186.0,2018
Richmond,1,283788.0,2018
Louisiana,1,281726.0,2018
Zihuatanejo,2,279604.0,2018
Armenia,1,275130.0,2018
Waterford,2,268681.0,2018
Zambia,1,267378.0,2018
Lusaka,1,267378.0,2018
Murano,1,265795.0,2018
Kuwait,2,265665.0,2018
Olivia,1,261959.0,2018
Saint lucy,1,261332.0,2018
Scenic,1,261332.0,2018
Jupiter,1,261332.0,2018
Coron,2,258883.0,2018
Jos,1,243068.0,2018
Angola,1,243068.0,2018
Kelowna,1,240890.0,2018
Luanda,2,240383.0,2018
Jackson,1,237274.0,2018
Rome city,1,234488.0,2018
Romans,1,234488.0,2018
Peters,1,234488.0,2018
Warner,1,233298.0,2018
Rajasthan,1,231938.0,2018
Gram,1,226454.0,2018
Polskie,1,225847.0,2018
Park,1,225806.0,2018
Falcon,1,224348.0,2018
Doha,1,224348.0,2018
Austria,1,223950.0,2018
Quezon,2,221289.0,2018
Quezon city,2,215164.0,2018
Kentucky,1,214603.0,2018
Plaza,2,211436.0,2018
Eu,2,208779.0,2018
Alberta,3,205023.0,2018
Taipei,1,204946.0,2018
Island,1,202183.0,2018
Kyle,1,202183.0,2018
Bahia,2,197209.0,2018
Mozambique,1,195254.0,2018
Naucalpan,3,195050.0,2018
Palmera,1,193670.0,2018
San miguel,1,190418.0,2018
Shinjuku,4,189285.0,2018
South carolina,3,188012.0,2018
Anthem,1,183257.0,2018
Coyoacan,4,171702.0,2018
Kerala,1,166655.0,2018
Chapultepec,1,161515.0,2018
Hilton head island,2,159550.0,2018
Guna yala,1,154255.0,2018
Red beach,1,148060.0,2018
Maryland,1,146551.0,2018
Mount vernon,1,146551.0,2018
Banana,1,146103.0,2018
Bengal,1,145594.0,2018
Century,1,143648.0,2018
Mauritius,2,142733.0,2018
San lorenzo,1,141247.0,2018
Santa maria,1,134140.0,2018
Normandy,3,130024.0,2018
Puri,1,129572.0,2018
Cebu city,1,128333.0,2018
Hollywood,2,127403.0,2018
Colonia,5,125452.0,2018
Kilkenny,1,121361.0,2018
Dublin,1,121361.0,2018
Czech republic,1,120764.0,2018
Mira,1,120605.0,2018
Canoe,2,115157.0,2018
Massachusetts,1,114750.0,2018
San salvador,1,114750.0,2018
Ottawa,2,111914.0,2018
Guatemala,9,110210.0,2018
Jesus,1,108241.0,2018
Pune,1,107469.0,2018
Palestine,1,105048.0,2018
Cotabato city,2,104052.0,2018
Seychelles,1,103381.0,2018
Lawson,1,103105.0,2018
Saskatchewan,2,102593.0,2018
Bath,1,100730.0,2018
Rainbow,2,99351.0,2018
Guatemala city,7,98590.0,2018
Alamo,1,95187.0,2018
Ahmedabad,1,93105.0,2018
Ontario,3,92169.0,2018
Belgium,1,91672.0,2018
Sandwich,1,91672.0,2018
Sao paulo,4,91640.0,2018
Batangas,1,91574.0,2018
Marlboro,1,91235.0,2018
North carolina,1,91098.0,2018
West hollywood,1,88616.0,2018
Kobe,1,88612.0,2018
Bandar,1,87806.0,2018
Apollo,1,87806.0,2018
Shanghai,1,85983.0,2018
Las pinas,1,85449.0,2018
Botswana,2,81149.0,2018
El jadida,1,79375.0,2018
March,2,76406.0,2018
Riviera,1,75847.0,2018
Turku,2,75017.0,2018
Valentina,1,74320.0,2018
Manitoba,1,72093.0,2018
Nanaimo,1,70820.0,2018
Strawberry,2,70182.0,2018
Ancona,2,68675.0,2018
Quebec,3,66212.0,2018
Brooklyn,1,65519.0,2018
Pattaya,1,63256.0,2018
La fortuna,1,63227.0,2018
Costa rica,1,63227.0,2018
Vada,1,61356.0,2018
San jose,1,58921.0,2018
Pisco,1,58921.0,2018
Puno,1,58035.0,2018
Bavaria,2,57639.0,2018
Vilnius,1,57253.0,2018
Lithuania,1,57253.0,2018
Dawn,1,55949.0,2018
Yokohama,1,55902.0,2018
Kamakura,1,55656.0,2018
Wales,3,55106.0,2018
Kashan,1,54854.0,2018
Bamberg,1,54139.0,2018
Bamako,1,52399.0,2018
Bari,1,51463.0,2018
Bologna,1,51459.0,2018
San martin,2,50899.0,2018
Sintra,1,49634.0,2018
Santiago de surco,2,49628.0,2018
La paz,2,49584.0,2018
Bush,2,48558.0,2018
La molina,2,46854.0,2018
Callao,1,45740.0,2018
Nuevo leon,1,44310.0,2018
Paro,1,42003.0,2018
Belem,1,41275.0,2018
Brampton,2,40532.0,2018
South,2,40122.0,2018
Hilton head,2,40122.0,2018
Kotor,1,39983.0,2018
Punta gorda,2,39700.0,2018
Belfast,1,37819.0,2018
New england,1,37294.0,2018
Boston,1,37294.0,2018
Buffalo,1,36910.0,2018
Bruce,1,36910.0,2018
Kingston,3,36289.0,2018
Kolkata,1,32627.0,2018
Scotland,1,32626.0,2018
Lesotho,1,32573.0,2018
Nuremberg,1,32568.0,2018
Juno beach,1,31791.0,2018
Quedlinburg,1,31460.0,2018
Greenland,1,30941.0,2018
Minnesota,1,30500.0,2018
Illinois,1,30500.0,2018
Michigan,1,30500.0,2018
Midwest,1,30500.0,2018
Sarnia,1,30500.0,2018
Williston,1,30500.0,2018
Indiana,1,30500.0,2018
Alexandria,1,30500.0,2018
Wisconsin,1,30500.0,2018
North dakota,1,30500.0,2018
Minato,1,30103.0,2018
Calle,1,29881.0,2018
Kuna,1,29403.0,2018
United states of america,1,28920.0,2018
Lincoln,1,28920.0,2018
Santa maria la ribera,2,28573.0,2018
Cuzco,1,28329.0,2018
Winnebago,1,28125.0,2018
San borja,1,27908.0,2018
Luciana,1,27908.0,2018
Utah,2,27791.0,2018
Hiroshima,2,26070.0,2018
Sutton,1,25498.0,2018
Vermont,1,25498.0,2018
Cordoba,1,23893.0,2018
Gracias,1,21018.0,2018
Benidorm,1,20931.0,2018
Bryce canyon,1,20513.0,2018
Antigua guatemala,2,20395.0,2018
Cecina,1,19747.0,2018
Montreal,2,19383.0,2018
Vigo,1,18587.0,2018
Santa croce,1,17656.0,2018
Romana,1,17328.0,2018
Indianapolis,1,16637.0,2018
Kalimantan,1,15486.0,2018
Palau,1,15486.0,2018
Fredericton,1,15421.0,2018
Norway,1,14934.0,2018
Sarah,1,14396.0,2018
Roma,1,14084.0,2018
Panamericana,1,12434.0,2018
Van,1,12231.0,2018
Chiquimula,1,11679.0,2018
Charleston,1,11660.0,2018
Malaga,1,11491.0,2018
Guanajuato,1,10586.0,2018
Uruguay,1,7392.0,2018
Pompeii,1,7290.0,2018
Panorama,1,7290.0,2018
Islandia,1,7074.0,2018
Kansas city,1,6994.0,2018
Palm desert,1,5664.0,2018
Palm springs,1,5664.0,2018
Thailand,52,72046161.0,2019
India,52,60987692.0,2019
Pakistan,46,51602141.0,2019
Brazil,17,48968163.0,2019
Bangkok,33,48430077.0,2019
Malaysia,20,40886411.0,2019
Lebanon,20,39025662.0,2019
Beirut,16,37348202.0,2019
Sri lanka,18,35781154.0,2019
Karachi,18,35656823.0,2019
Japan,61,35180294.0,2019
Seoul,45,27859416.0,2019
China,15,26892447.0,2019
Norway,21,25216158.0,2019
Amsterdam,9,25036061.0,2019
Peru,11,24986459.0,2019
Kuala lumpur,14,23538349.0,2019
Holland,5,22781275.0,2019
Islamabad,18,22527776.0,2019
Australia,10,21795999.0,2019
Madrid,8,21725000.0,2019
Italy,27,21700459.0,2019
Lima,6,21544251.0,2019
Max,7,21235861.0,2019
Switzerland,12,18375763.0,2019
Kerala,10,17643215.0,2019
Poland,4,17064855.0,2019
Philippines,32,16844631.0,2019
Singapore,7,16649123.0,2019
Sudan,10,16257150.0,2019
Spanish,28,15879218.0,2019
Venice,10,15649498.0,2019
Bhutan,4,15409447.0,2019
Romania,6,15378283.0,2019
South sudan,7,15365141.0,2019
Pyongyang,5,15301500.0,2019
Nova,6,15189309.0,2019
Manila,25,14330715.0,2019
Juba,5,14290452.0,2019
Israel,13,14046566.0,2019
Yemen,17,14009243.0,2019
Hong kong,11,13833819.0,2019
United states,10,13545737.0,2019
Iraq,18,13516957.0,2019
Jordan,13,13440567.0,2019
Michael,25,12779436.0,2019
Chiang mai,10,12337025.0,2019
Syria,20,12050285.0,2019
Sichuan,4,11682067.0,2019
Egypt,4,11336706.0,2019
Turkmenistan,6,10848792.0,2019
El mirador,2,10798538.0,2019
Afghanistan,20,10462696.0,2019
London,4,10373777.0,2019
Los angeles,7,10340233.0,2019
Nigeria,9,10159461.0,2019
Guatemala,5,10106166.0,2019
Peshawar,3,10004270.0,2019
Arab,11,9856511.0,2019
Damascus,14,9455207.0,2019
Lahore,1,9413962.0,2019
New york,11,9111543.0,2019
Rex,6,9086195.0,2019
Ukraine,8,8992411.0,2019
Paris,10,8653740.0,2019
Belm,2,8649356.0,2019
Dhaka,5,8384564.0,2019
Swiss,3,8368012.0,2019
Kansas,2,8229846.0,2019
Pacific,4,8064403.0,2019
Finland,9,7999138.0,2019
Utah,7,7887309.0,2019
Rio de janeiro,1,7575928.0,2019
Rio,1,7575928.0,2019
Zermatt,4,7348792.0,2019
Lhasa,3,7298563.0,2019
Grand canyon,1,7266749.0,2019
Kabul,10,7231514.0,2019
Cusco,4,7197885.0,2019
New zealand,4,7006122.0,2019
California,8,6935244.0,2019
Chengdu,3,6862004.0,2019
Kannur,2,6714883.0,2019
Da nang,3,6665977.0,2019
Kiribati,2,6554907.0,2019
Mexico,15,6331587.0,2019
Prague,12,6253220.0,2019
Tripoli,5,6204215.0,2019
Banana,1,6179338.0,2019
Dapitan,2,6132436.0,2019
Belem,1,6123907.0,2019
Jerusalem,6,5983219.0,2019
English,13,5953474.0,2019
Canada,100,5785997.0,2019
Portugal,3,5659123.0,2019
Liberia,5,5572341.0,2019
Hollywood,1,5562736.0,2019
South africa,6,5519541.0,2019
Chad,3,5463511.0,2019
Manaus,1,5444293.0,2019
Kandy,4,5376180.0,2019
France,14,5373628.0,2019
Usa,9,5241395.0,2019
Tamil nadu,3,5199996.0,2019
Bahia,1,5166957.0,2019
Sao joaquim,1,5166957.0,2019
Colombo,1,5137018.0,2019
Tel aviv,4,5093854.0,2019
Nara,17,4968479.0,2019
Jay,1,4940587.0,2019
Greenland,9,4934565.0,2019
Sidon,1,4874433.0,2019
Saida,1,4874433.0,2019
Morocco,5,4759236.0,2019
Texas,3,4677659.0,2019
Kuala,1,4674379.0,2019
Kuala terengganu,1,4674379.0,2019
Netherlands,10,4642442.0,2019
Tokyo,37,4642340.0,2019
Stockholm,3,4629680.0,2019
Midnight,5,4466178.0,2019
Sierra leone,5,4439612.0,2019
Austin,1,4439127.0,2019
Cuba,10,4391431.0,2019
Kazakhstan,2,4217902.0,2019
Nauru,6,4184183.0,2019
Masala,2,4138528.0,2019
San pedro,4,4094236.0,2019
Libya,7,4071578.0,2019
Kochi,2,3949124.0,2019
Indonesia,9,3873550.0,2019
Delhi,5,3831848.0,2019
Santa rosa,1,3806015.0,2019
Jura,1,3791188.0,2019
Kota bharu,1,3777576.0,2019
Kelantan,1,3777576.0,2019
Havana,7,3723717.0,2019
Homs,8,3581332.0,2019
Budapest,4,3538075.0,2019
Cochin,1,3531634.0,2019
Congo,7,3492197.0,2019
Czech republic,5,3482149.0,2019
Saba,3,3383326.0,2019
Ethiopia,3,3322978.0,2019
Saudi arabia,3,3269224.0,2019
Istanbul,5,3231625.0,2019
Moritz,1,3203323.0,2019
Russia,6,3135184.0,2019
Melaka,1,3109516.0,2019
Monrovia,3,3084904.0,2019
Belo horizonte,1,3058287.0,2019
Eritrea,1,3052885.0,2019
Dubai,3,3011362.0,2019
Kunming,1,2992407.0,2019
Kyoto,18,2798701.0,2019
Toronto,20,2746669.0,2019
Curitiba,1,2666101.0,2019
Kemi,3,2647706.0,2019
Gambia,4,2552328.0,2019
Turkey,6,2536670.0,2019
Para,1,2525449.0,2019
Rome,8,2482833.0,2019
Latakia,4,2439868.0,2019
Suphan buri,1,2431971.0,2019
Gram,1,2431971.0,2019
Solomon islands,3,2410226.0,2019
Khartoum,5,2385987.0,2019
Zgharta,1,2332567.0,2019
Argentina,26,2321690.0,2019
Lviv,2,2259181.0,2019
Svalbard,1,2220767.0,2019
Hanoi,4,2198418.0,2019
San diego,1,2137028.0,2019
Ireland,3,2130596.0,2019
Berlin,6,2100542.0,2019
Sweden,3,2081145.0,2019
Don,3,2065970.0,2019
Equatorial guinea,2,2053275.0,2019
Spain,14,2045091.0,2019
Waterford,2,1954982.0,2019
Tyre,1,1933669.0,2019
Dublin,2,1927186.0,2019
